"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-09","0.00","80","75"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-10","0.06","79","74"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-11","0.02","80","76"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-12","0.04","79","73"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-13","0.06","79","75"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-14","0.20","76","72"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-15","0.02","79","73"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-16","0.01","78","73"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-17","0.05","80","72"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-18","0.01","78","72"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-19","0.18","77","71"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-20","0.01","79","73"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-21","0.19","75","70"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-22","0.00","78","73"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-23","0.00","78","73"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-24","0.26","78","71"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-25","0.00","77","72"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-26","0.00","77","73"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-27","0.01","78","73"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-28","0.00","78","74"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-29","0.15","75","71"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-30","0.02","75","71"
"USW00022519","KANEOHE BAY MCAS, HI US","2021-12-31","0.04","75","70"
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-01","0.23",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-02","0.20",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-03","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-04","0.21",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-05","0.52",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-06","0.08",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-07","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-08","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-09","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-10","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-11","0.20",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-12","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-13","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-14","0.42",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-15","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-16","0.26",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-17","0.77",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-18","3.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-19","0.78",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-20","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-21","0.16",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-22","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-23","0.63",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-24","0.35",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-25","1.15",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-26","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-27","0.30",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-28","0.35",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-29","0.70",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-30","0.39",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-01-31","0.36",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-01","1.61",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-02","0.35",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-03","0.92",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-04","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-05","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-06","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-07","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-08","0.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-09","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-10","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-11","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-12","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-13","0.52",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-14","1.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-15","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-16","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-17","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-18","0.84",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-19","0.35",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-20","0.21",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-21","0.34",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-22","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-23","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-24","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-25","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-26","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-27","0.43",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-02-28","0.11",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-01","0.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-02","0.63",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-03","1.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-04","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-05","1.24",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-06","0.92",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-07","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-08","0.95",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-09","2.64",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-10","0.51",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-11","1.26",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-12","1.83",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-13","1.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-14","0.52",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-15","0.45",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-16","2.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-17","0.89",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-18","2.81",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-19","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-20","0.16",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-21","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-22","0.62",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-23","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-24","0.40",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-25","0.71",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-26","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-27","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-28","0.08",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-29","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-30","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-03-31","0.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-01","0.29",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-02","0.36",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-03","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-04","2.21",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-05","0.12",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-06","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-07","0.16",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-08","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-09","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-10","0.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-11","0.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-12","0.23",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-13","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-14","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-15","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-16","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-17","0.10",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-18","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-19","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-20","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-21","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-22","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-23","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-24","0.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-25","0.12",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-26","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-27","0.17",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-28","1.96",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-29","0.35",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-04-30","0.40",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-01","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-02","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-03","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-04","0.08",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-05","0.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-06","0.21",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-07","0.39",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-08","0.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-09","0.38",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-10","0.15",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-11","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-12","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-13","0.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-14","0.39",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-15","0.18",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-16","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-17","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-18","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-19","0.15",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-20","0.11",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-21","0.46",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-22","0.48",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-23","0.26",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-24","0.08",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-25","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-26","0.10",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-27","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-28","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-29","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-30","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-05-31","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-01","0.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-02","0.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-03","0.54",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-04","0.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-05","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-06","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-07","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-08","0.11",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-09","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-10","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-11","1.24",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-12","0.27",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-13","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-14","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-15","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-16","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-17","0.27",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-18","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-19","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-20","0.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-21","0.25",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-22","0.17",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-23","0.36",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-24","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-25","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-26","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-27","0.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-28","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-29","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-06-30","0.18",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-01","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-02","0.23",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-03","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-04","0.40",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-05","0.23",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-06","0.29",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-07","0.28",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-08","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-09","0.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-10","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-11","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-12","0.34",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-13","0.17",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-14","0.23",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-15","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-16","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-17","0.11",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-18","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-19","0.25",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-20","0.08",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-21","0.31",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-22","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-23","0.25",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-24","0.50",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-25","0.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-26","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-27","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-28","0.64",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-29","0.20",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-30","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-07-31","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-01","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-02","0.18",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-03","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-04","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-05","0.30",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-06","0.55",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-07","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-08","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-09","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-10","0.22",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-11","0.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-12","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-13","0.16",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-14","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-15","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-16","0.82",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-17","0.55",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-18","0.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-19","0.53",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-20","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-21","0.31",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-22","0.32",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-23","4.12",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-24","0.23",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-25","0.09",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-26","0.11",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-27","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-28","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-29","0.21",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-30","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-08-31","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-01","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-02","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-03","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-04","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-05","0.26",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-06","0.18",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-07","0.12",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-08","0.10",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-09","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-10","0.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-11","0.13",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-12","0.57",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-13","0.33",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-14","1.21",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-15","1.31",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-16","0.43",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-17","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-18","0.01",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-19","1.11",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-20","0.15",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-21","0.15",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-22","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-23","0.42",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-24","0.68",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-25","0.41",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-26","0.28",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-27","0.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-28","0.12",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-29","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-09-30","0.43",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-01","0.21",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-02","0.12",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-03","0.16",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-04","0.07",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-05","0.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-06","0.21",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-07","0.06",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-08","0.03",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-09","0.14",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-10","0.16",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-11","0.35",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-12","0.48",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-13","0.36",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-14","0.24",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-15","1.05",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-16","0.19",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-17","0.08",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-18","0.04",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-19","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-20","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-21","0.61",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-22","0.25",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-23","0.00",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-24","0.73",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-25","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-26","0.11",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-27","0.15",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-28","0.30",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-29","0.02",,
"USC00512960","KALIHI RES SITE 777, HI US","2021-10-30","0.00",,
